Student_ID,First_Name,Last_Name,Subject,Attendance (%),date,performance
S3501,Omar,Smith,Engineering,97.27,1/31/2025,Medium
S3502,Ali,Brown,Mathematics,57.19,1/31/2025,High
S3504,Emma,Davis,CS,54.18,1/31/2025,Medium
S3505,Omar,Williams,Business,91.13,1/31/2025,Medium
S3506,Ali,Davis,Business,57.6,1/31/2025,High
S3507,Emma,Williams,Engineering,51.91,1/31/2025,High
S3509,Maria,Williams,Mathematics,64.01,2/1/2025,High
S3511,Ali,Jones,Business,77.75,2/1/2025,High
S3514,Ali,Davis,Engineering,72.62,2/1/2025,Medium
S3516,Omar,Brown,Mathematics,75.05,2/1/2025,Medium
S3517,Emma,Jones,Engineering,80.22,2/1/2025,Medium
S3518,Emma,Jones,Mathematics,65.14,2/1/2025,Medium
S3519,Ahmed,Davis,Mathematics,60.02,2/1/2025,High
S3521,Sara,Williams,Business,72.01,2/1/2025,High
S3522,Liam,Brown,Mathematics,69.51,2/1/2025,High
S3523,Liam,Johnson,Engineering,83.63,2/1/2025,Medium
S3524,John,Johnson,Business,84.53,2/1/2025,Medium
S3525,Liam,Williams,Engineering,52.3,2/1/2025,Medium
S3528,Liam,Jones,CS,54.84,2/1/2025,High
S3529,Ahmed,Brown,CS,61.8,2/2/2025,High
S3530,Sara,Smith,CS,52.58,2/2/2025,Medium
S3531,Emma,Brown,Engineering,99.81,2/2/2025,Medium
S3532,Liam,Williams,Business,86.83,2/2/2025,Medium
S3534,Emma,Brown,Mathematics,51.01,2/2/2025,Medium
S3535,Omar,Davis,Engineering,85.96,2/2/2025,High
S3536,Omar,Williams,Engineering,71.96,2/2/2025,Medium
S3538,Liam,Johnson,Engineering,96.17,2/2/2025,High
S3540,Ahmed,Williams,Business,59.36,2/2/2025,Medium
S3541,Ali,Davis,Mathematics,89.11,2/2/2025,Medium
S3542,Ali,Johnson,Engineering,97.79,2/2/2025,Medium
S3543,Maria,Williams,CS,79.01,2/2/2025,High
S3544,Emma,Williams,Mathematics,84.1,2/2/2025,Medium
S3545,Ali,Davis,CS,66.87,2/3/2025,Medium
S3546,Liam,Davis,CS,69.08,2/3/2025,Medium
S3547,John,Brown,Engineering,86.73,2/3/2025,Medium
S3548,Emma,Davis,Mathematics,96.39,2/3/2025,Medium
S3549,John,Smith,Business,81.45,2/3/2025,Medium
S3550,Liam,Johnson,Mathematics,89.49,2/3/2025,High
S3552,Ali,Smith,Business,60.6,2/3/2025,High
S3553,Maria,Williams,Engineering,76.6,2/3/2025,High
S3554,Ali,Williams,Business,58.83,2/3/2025,High
S3555,Emma,Brown,Mathematics,81.75,2/3/2025,Medium
S3556,Liam,Davis,Mathematics,64.58,2/3/2025,High
S3558,Liam,Jones,Business,90.41,2/3/2025,Medium
S3559,Emma,Brown,Engineering,73.19,2/3/2025,High
S3560,Emma,Smith,Engineering,59.04,2/4/2025,Medium
S3561,Maria,Brown,Mathematics,82.34,2/4/2025,High
S3563,Ali,Davis,Engineering,81.13,2/4/2025,Medium
S3564,Sara,Davis,Business,51.79,2/4/2025,Medium
S3565,Liam,Brown,Business,50.86,2/4/2025,Medium
S3566,Liam,Williams,CS,66.02,2/4/2025,Medium
S3567,Sara,Williams,Engineering,59.79,2/4/2025,Medium
S3569,Ali,Jones,Engineering,92.24,2/4/2025,Medium
S3570,Sara,Davis,Business,62.93,2/4/2025,High
S3571,Ali,Jones,Engineering,66.28,2/4/2025,Medium
S3572,Ali,Smith,Mathematics,61.81,2/4/2025,Medium
S3573,Ali,Jones,Business,95.42,2/4/2025,Medium
S3574,Ahmed,Smith,Engineering,75.13,2/4/2025,High
S3576,Ali,Davis,CS,70.77,2/5/2025,Medium
S3577,Ahmed,Davis,Business,81.55,2/5/2025,High
S3579,Sara,Brown,Business,66.98,2/5/2025,High
S3580,Emma,Davis,Business,81.72,2/5/2025,Medium
S3581,Omar,Brown,Business,79.55,2/5/2025,Medium
S3582,Sara,Williams,Engineering,64.68,2/5/2025,Medium
S3584,Omar,Davis,CS,68.43,2/5/2025,Medium
S3587,Sara,Brown,CS,95.73,2/5/2025,High
S3588,Sara,Davis,Business,51.81,2/5/2025,High
S3589,Omar,Smith,Business,62.18,2/5/2025,Medium
S3590,Sara,Jones,Mathematics,59.69,2/5/2025,High
S3591,Sara,Johnson,CS,75.11,2/5/2025,High
S3592,Omar,Brown,Engineering,71.49,2/5/2025,High
S3594,Ali,Smith,Business,62.12,2/5/2025,Medium
S3595,Liam,Johnson,Engineering,79.72,2/6/2025,Medium
S3596,John,Smith,Business,94.19,2/6/2025,Medium
S3597,Ahmed,Davis,Business,95.53,2/6/2025,Medium
S3598,John,Jones,CS,97.94,2/6/2025,Medium
S3599,John,Williams,Mathematics,88.66,2/6/2025,High
S3600,Emma,Smith,Business,95.3,2/6/2025,High
S3601,Ali,Brown,CS,61.73,2/6/2025,Medium
S3603,Ali,Davis,Mathematics,50.32,2/6/2025,Medium
S3604,Omar,Williams,Business,85.34,2/6/2025,Medium
S3605,Omar,Davis,Business,96.87,2/6/2025,Medium
S3606,Liam,Brown,Engineering,59.35,2/6/2025,Medium
S3608,Sara,Williams,Business,87.32,2/6/2025,Medium
S3610,Liam,Davis,Business,82.34,2/6/2025,High
S3611,Liam,Brown,CS,98.51,2/7/2025,Medium
S3612,Sara,Jones,Mathematics,67.23,2/7/2025,High
S3613,Maria,Jones,CS,67.5,2/7/2025,Medium
S3614,Emma,Davis,CS,77.15,2/7/2025,Medium
S3615,Maria,Smith,CS,69.18,2/7/2025,Medium
S3616,Emma,Williams,Engineering,50.07,2/7/2025,Medium
S3617,Omar,Davis,Business,86.59,2/7/2025,High
S3618,John,Johnson,Mathematics,87.59,2/7/2025,Medium
S3622,Maria,Brown,CS,68,2/7/2025,Medium
S3625,Emma,Smith,Mathematics,56.19,2/7/2025,Medium
S3626,Sara,Johnson,Business,54,2/7/2025,Medium
S3627,Emma,Davis,CS,87.77,2/7/2025,Medium
S3628,Sara,Smith,Business,50.48,2/7/2025,Medium
S3629,Omar,Johnson,Mathematics,97.95,2/8/2025,High
S3631,Omar,Smith,CS,99.15,2/8/2025,Medium
S3632,Ali,Johnson,Business,52.9,2/8/2025,Medium
S3633,Maria,Johnson,Business,79.18,2/8/2025,Medium
S3634,Sara,Smith,CS,67.47,2/8/2025,Medium
S3635,Emma,Jones,Engineering,92.17,2/8/2025,High
S3636,John,Johnson,Engineering,68.06,2/8/2025,Medium
S3638,Emma,Williams,Mathematics,92.88,2/8/2025,Medium
S3639,Maria,Brown,Engineering,68.73,2/8/2025,Medium
S3642,Ahmed,Brown,CS,82.73,2/8/2025,High
S3643,Ali,Jones,CS,62.72,2/8/2025,High
S3644,Ahmed,Brown,CS,71.6,2/8/2025,Medium
S3646,Sara,Brown,CS,79.4,2/8/2025,Medium
S3647,John,Smith,CS,87.81,2/9/2025,High
S3648,Omar,Brown,Mathematics,70.67,2/9/2025,Medium
S3649,Emma,Williams,Business,71.01,2/9/2025,Medium
S3650,Maria,Davis,Mathematics,54.41,2/9/2025,Medium
S3651,Ahmed,Johnson,Business,60.1,2/9/2025,High
S3652,Liam,Brown,Mathematics,57.73,2/9/2025,High
S3653,Ahmed,Smith,Mathematics,74.08,2/9/2025,Medium
S3654,Omar,Davis,CS,76.46,2/9/2025,High
S3656,Omar,Smith,Business,53.66,2/9/2025,Medium
S3657,Liam,Jones,Business,79.99,2/9/2025,Medium
S3658,John,Williams,CS,76.32,2/9/2025,Medium
S3659,Maria,Jones,Mathematics,75.81,2/9/2025,Medium
S3660,Sara,Williams,Business,93.66,2/9/2025,Medium
S3661,Emma,Brown,Engineering,60.28,2/10/2025,Medium
S3662,Sara,Johnson,Engineering,52.04,2/10/2025,Medium
S3663,John,Brown,Engineering,83.61,2/10/2025,Medium
S3664,Emma,Williams,Business,67.26,2/10/2025,High
S3665,Ahmed,Williams,CS,50.88,2/10/2025,Medium
S3666,Liam,Williams,CS,62.57,2/10/2025,High
S3667,Liam,Davis,CS,65.47,2/10/2025,Medium
S3668,Ali,Smith,Business,80.84,2/10/2025,High
S3669,John,Johnson,Business,58.63,2/10/2025,High
S3670,John,Brown,Engineering,70.65,2/10/2025,High
S3671,Maria,Brown,Business,74.12,2/10/2025,Medium
S3672,Sara,Jones,Engineering,72.96,2/10/2025,Medium
S3673,John,Williams,Engineering,98.7,2/10/2025,Medium
S3674,John,Williams,CS,52.28,2/11/2025,High
S3675,Ahmed,Williams,Business,97.55,2/11/2025,Medium
S3676,Ahmed,Brown,CS,79.1,2/11/2025,Medium
S3677,Emma,Jones,CS,89.79,2/11/2025,Medium
S3678,Omar,Smith,Business,71.52,2/11/2025,Medium
S3679,Omar,Davis,Business,72.69,2/11/2025,Medium
S3681,Omar,Smith,Engineering,94.8,2/11/2025,High
S3683,Ali,Davis,Engineering,59.96,2/11/2025,High
S3684,Emma,Davis,Engineering,74.81,2/11/2025,High
S3685,Ahmed,Davis,Engineering,95.01,2/11/2025,Medium
S3686,Omar,Williams,CS,66.12,2/11/2025,Medium
S3687,Sara,Johnson,CS,82.6,2/11/2025,Medium
S3688,Ahmed,Brown,Business,85.41,2/11/2025,High
S3690,Maria,Davis,Engineering,78.2,2/11/2025,Medium
S3691,Ahmed,Brown,Engineering,70.12,2/12/2025,Medium
S3693,Maria,Johnson,Business,80.57,2/12/2025,High
S3694,Maria,Jones,CS,86.43,2/12/2025,Medium
S3695,Emma,Jones,Mathematics,67.25,2/12/2025,High
S3697,Maria,Johnson,Mathematics,62.89,2/12/2025,Medium
S3698,Liam,Johnson,Business,62.25,2/12/2025,Medium
S3699,Sara,Johnson,Mathematics,85.74,2/12/2025,High
S3701,John,Davis,CS,84.16,2/12/2025,Medium
S3702,Liam,Davis,CS,63.47,2/12/2025,High
S3703,Ali,Brown,Business,79.94,2/12/2025,Medium
S3704,Maria,Davis,CS,72.2,2/12/2025,Medium
S3707,Sara,Johnson,Mathematics,85.77,2/12/2025,Medium
S3708,Liam,Davis,Business,90.3,2/12/2025,Medium
S3709,Maria,Jones,Engineering,63,2/13/2025,Medium
S3711,Omar,Smith,Business,83.06,2/13/2025,Medium
S3712,Sara,Johnson,CS,84.78,2/13/2025,Medium
S3713,Maria,Smith,Mathematics,85.2,2/13/2025,High
S3716,Sara,Brown,Mathematics,69.74,2/13/2025,Medium
S3717,John,Davis,Mathematics,62.74,2/13/2025,Medium
S3720,Emma,Smith,Business,54.66,2/13/2025,High
S3722,Maria,Jones,Mathematics,91.33,2/13/2025,High
S3724,Ahmed,Jones,Mathematics,95.33,2/13/2025,Medium
S3726,Liam,Williams,Mathematics,92.34,2/13/2025,Medium
S3727,Ahmed,Davis,Business,57.9,2/13/2025,Medium
S3728,Omar,Jones,Mathematics,51.08,2/13/2025,Medium
S3729,Ali,Johnson,CS,89.24,2/13/2025,High
S3730,John,Brown,Business,53.74,2/14/2025,Medium
S3731,Sara,Jones,CS,99.43,2/14/2025,Medium
S3732,Liam,Brown,Mathematics,83.74,2/14/2025,Medium
S3733,Maria,Davis,Business,87.67,2/14/2025,Medium
S3734,Liam,Johnson,Engineering,62.29,2/14/2025,High
S3736,Omar,Williams,CS,52.16,2/14/2025,Medium
S3737,Sara,Johnson,Business,91.89,2/14/2025,Medium
S3738,Maria,Brown,Engineering,58.48,2/14/2025,High
S3739,Emma,Davis,Engineering,84.87,2/14/2025,High
S3740,Emma,Jones,Engineering,61.22,2/14/2025,Medium
S3741,Sara,Johnson,Engineering,53.42,2/14/2025,High
S3742,Omar,Smith,CS,74.07,2/14/2025,Medium
S3743,Ahmed,Brown,Business,58.46,2/14/2025,High
S3744,Ahmed,Williams,Mathematics,86.47,2/15/2025,Medium
S3745,Emma,Johnson,Engineering,61.88,2/15/2025,Medium
S3746,Ahmed,Williams,Mathematics,67.12,2/15/2025,High
S3747,Ali,Brown,Mathematics,78.37,2/15/2025,Medium
S3748,Emma,Williams,Business,64.25,2/15/2025,Medium
S3750,Maria,Brown,Mathematics,90.78,2/15/2025,High
S3752,Omar,Johnson,Mathematics,54.11,2/15/2025,Medium
S3753,Emma,Jones,Business,66.42,2/15/2025,High
S3754,Liam,Davis,Mathematics,71.22,2/15/2025,High
S3755,Omar,Johnson,Business,77.13,2/15/2025,Medium
S3756,Ali,Brown,Engineering,68.62,2/15/2025,High
S3757,Maria,Davis,Mathematics,89.5,2/15/2025,Medium
S3758,Sara,Johnson,Mathematics,51.97,2/15/2025,Medium
S3760,Emma,Smith,Engineering,69.11,2/16/2025,Medium
S3762,John,Williams,Mathematics,98.31,2/16/2025,High
S3763,Ali,Davis,Business,75.52,2/16/2025,Medium
S3764,Ali,Brown,CS,99.34,2/16/2025,Medium
S3765,Maria,Brown,CS,65.11,2/16/2025,Medium
S3766,Sara,Williams,CS,51.54,2/16/2025,Medium
S3767,John,Smith,Mathematics,58.28,2/16/2025,High
S3768,Ahmed,Smith,Engineering,69.76,2/16/2025,Medium
S3769,Ahmed,Johnson,Engineering,65.82,2/16/2025,Medium
S3770,Omar,Jones,Mathematics,54.85,2/16/2025,High
S3771,Ali,Davis,Business,71.63,2/16/2025,High
S3772,Liam,Jones,Business,66.91,2/16/2025,Medium
S3773,Maria,Jones,Business,56.13,2/16/2025,Medium
S3774,Liam,Johnson,Mathematics,64.81,2/17/2025,Medium
S3775,Maria,Jones,Engineering,94.32,2/17/2025,High
S3776,Ahmed,Williams,Mathematics,65.1,2/17/2025,Medium
S3777,Omar,Johnson,Engineering,85.7,2/17/2025,Medium
S3778,Omar,Williams,CS,80.6,2/17/2025,Medium
S3779,Omar,Johnson,Mathematics,71.36,2/17/2025,Medium
S3780,John,Jones,Engineering,61.95,2/17/2025,High
S3781,Sara,Williams,CS,68.45,2/17/2025,Medium
S3783,Emma,Williams,Mathematics,67.54,2/17/2025,Medium
S3784,Emma,Johnson,Engineering,60.74,2/17/2025,High
S3785,Liam,Brown,CS,55.82,2/17/2025,Medium
S3786,Sara,Jones,Mathematics,93.99,2/17/2025,Medium
S3787,Ahmed,Williams,CS,72.02,2/17/2025,Medium
S3789,Maria,Brown,Mathematics,74.52,2/17/2025,Medium
S3790,Emma,Davis,CS,93.63,2/18/2025,Medium
S3791,Ali,Jones,Mathematics,77.35,2/18/2025,Medium
S3792,Ali,Jones,Mathematics,74.04,2/18/2025,High
S3795,Liam,Johnson,CS,55.58,2/18/2025,Medium
S3796,John,Brown,Mathematics,58.89,2/18/2025,Medium
S3797,Maria,Brown,Mathematics,89.36,2/18/2025,High
S3798,Ali,Williams,Business,91.79,2/18/2025,Medium
S3799,Ali,Jones,Mathematics,77.26,2/18/2025,Medium
S3800,Liam,Williams,Engineering,77.72,2/18/2025,Medium
S3801,Emma,Jones,Mathematics,81.6,2/18/2025,High
S3802,Maria,Jones,Engineering,71.96,2/18/2025,Medium
S3803,Maria,Williams,Business,84.01,2/18/2025,High
S3804,Ali,Smith,CS,55.42,2/18/2025,Medium
S3805,John,Brown,Engineering,98.06,2/19/2025,Medium
S3806,Ahmed,Davis,CS,87.51,2/19/2025,Medium
S3807,Omar,Jones,CS,81.56,2/19/2025,Medium
S3808,Ahmed,Jones,CS,65.82,2/19/2025,Medium
S3809,Maria,Smith,CS,58.05,2/19/2025,High
S3812,Ali,Smith,Mathematics,81.69,2/19/2025,High
S3814,Maria,Smith,Business,80.66,2/19/2025,Medium
S3815,Liam,Jones,Mathematics,90.69,2/19/2025,Medium
S3816,Maria,Brown,CS,51.31,2/19/2025,Medium
S3817,Omar,Smith,Mathematics,72.53,2/19/2025,Medium
S3818,Omar,Johnson,Mathematics,87.93,2/19/2025,High
S3819,Emma,Williams,Business,77.31,2/19/2025,Medium
S3821,John,Smith,CS,75.83,2/19/2025,High
S3822,Ahmed,Smith,Engineering,99.59,2/20/2025,High
S3823,Maria,Johnson,Engineering,52.73,2/20/2025,High
S3825,Emma,Smith,CS,54.57,2/20/2025,Medium
S3826,Sara,Smith,CS,57.99,2/20/2025,High
S3827,Ali,Brown,Mathematics,69.15,2/20/2025,Medium
S3828,Omar,Johnson,Business,57.78,2/20/2025,Medium
S3829,Ahmed,Davis,CS,98.18,2/20/2025,Medium
S3830,Maria,Davis,CS,97.34,2/20/2025,Medium
S3831,Sara,Smith,CS,66.81,2/20/2025,Medium
S3832,Ahmed,Brown,Engineering,81.99,2/20/2025,Medium
S3835,John,Davis,Mathematics,81.37,2/20/2025,High
S3837,Ahmed,Williams,Mathematics,88.16,2/20/2025,Medium
S3838,Ahmed,Smith,CS,87.34,2/20/2025,Medium
S3839,John,Johnson,Engineering,75.49,2/21/2025,Medium
S3840,Ahmed,Davis,CS,95.15,2/21/2025,High
S3841,Ali,Jones,CS,95.42,2/21/2025,Medium
S3842,Ali,Williams,Business,76.2,2/21/2025,Medium
S3843,John,Davis,CS,80.4,2/21/2025,Medium
S3844,Emma,Brown,Mathematics,99.83,2/21/2025,Medium
S3845,Maria,Johnson,Engineering,64.94,2/21/2025,Medium
S3846,Sara,Williams,Engineering,66.23,2/21/2025,Medium
S3847,Maria,Brown,CS,59.14,2/21/2025,Medium
S3848,Ahmed,Smith,Mathematics,94.79,2/21/2025,High
S3849,Sara,Brown,Mathematics,87.22,2/21/2025,Medium
S3850,Liam,Williams,Mathematics,55.28,2/21/2025,High
S3851,John,Williams,Engineering,99.09,2/21/2025,Medium
S3852,John,Smith,Mathematics,86.55,2/22/2025,High
S3853,Emma,Brown,Mathematics,92.53,2/22/2025,Medium
S3854,Sara,Brown,CS,52.41,2/22/2025,Medium
S3855,Ali,Smith,Business,75.25,2/22/2025,Medium
S3857,Ahmed,Davis,CS,77.15,2/22/2025,Medium
S3858,Ali,Smith,CS,83.33,2/22/2025,High
S3859,Omar,Johnson,Mathematics,90.89,2/22/2025,Medium
S3860,Omar,Williams,Business,68.72,2/22/2025,High
S3861,Liam,Johnson,Engineering,92.43,2/22/2025,Medium
S3862,Omar,Davis,Business,58.15,2/22/2025,High
S3863,John,Davis,Mathematics,63.54,2/22/2025,High
S3864,Sara,Jones,Business,52.17,2/22/2025,High
S3865,Omar,Jones,CS,68.22,2/22/2025,Medium
S3867,Emma,Smith,Business,90.26,2/23/2025,Medium
S3869,Omar,Davis,Business,71.84,2/23/2025,Medium
S3870,Liam,Johnson,Mathematics,82.61,2/23/2025,Medium
S3872,Ahmed,Johnson,Business,59.01,2/23/2025,Medium
S3874,Liam,Jones,Engineering,82.07,2/23/2025,High
S3875,Sara,Johnson,Business,88.71,2/23/2025,High
S3876,Sara,Brown,Mathematics,70.15,2/23/2025,High
S3877,Maria,Jones,CS,86.13,2/23/2025,Medium
S3878,Omar,Johnson,Mathematics,84.2,2/23/2025,High
S3879,Liam,Smith,Business,98.17,2/23/2025,Medium
S3883,Omar,Jones,Engineering,99.93,2/23/2025,Medium
S3885,Ahmed,Davis,Business,76.16,2/23/2025,High
S3886,Liam,Davis,CS,67.31,2/23/2025,High
S3887,Emma,Davis,CS,76.29,2/24/2025,Medium
S3890,Emma,Smith,CS,78.63,2/24/2025,Medium
S3891,Omar,Smith,Business,66.79,2/24/2025,Medium
S3892,Sara,Williams,CS,59.1,2/24/2025,High
S3893,Ali,Williams,Engineering,66.2,2/24/2025,Medium
S3894,Omar,Davis,Mathematics,52.46,2/24/2025,Medium
S3895,Omar,Davis,Business,97.52,2/24/2025,Medium
S3897,John,Johnson,CS,90.74,2/24/2025,Medium
S3898,Sara,Brown,CS,71.16,2/24/2025,High
S3899,Emma,Brown,Mathematics,95.17,2/24/2025,Medium
S3900,Sara,Brown,Engineering,74.17,2/24/2025,High
S3901,Sara,Brown,Engineering,78.7,2/24/2025,Medium
S3904,Liam,Williams,Engineering,78.33,2/24/2025,Medium
S3905,Omar,Brown,Mathematics,63.58,2/24/2025,Medium
S3906,Liam,Williams,Engineering,57.28,2/25/2025,Medium
S3907,Ali,Brown,Mathematics,80.31,2/25/2025,Medium
S3908,Maria,Jones,CS,74.46,2/25/2025,Medium
S3909,John,Davis,CS,54.8,2/25/2025,High
S3911,Ali,Jones,Engineering,75.74,2/25/2025,High
S3912,Emma,Johnson,CS,91.34,2/25/2025,Medium
S3913,Maria,Williams,Business,53.81,2/25/2025,Medium
S3915,Ali,Williams,Business,91.13,2/25/2025,Medium
S3916,John,Davis,Business,82.42,2/25/2025,High
S3917,Omar,Jones,Business,64.5,2/25/2025,Medium
S3918,Liam,Davis,CS,92.27,2/25/2025,High
S3919,Emma,Brown,Engineering,74.66,2/25/2025,Medium
S3920,Ahmed,Davis,Business,74.92,2/25/2025,Medium
S3922,Ahmed,Brown,Mathematics,97.36,2/26/2025,Medium
S3924,Sara,Brown,Mathematics,57.03,2/26/2025,High
S3925,Emma,Jones,Business,66.28,2/26/2025,High
S3927,Sara,Brown,Business,51.04,2/26/2025,Medium
S3928,Sara,Davis,Engineering,69.78,2/26/2025,Medium
S3929,Liam,Jones,Business,97.05,2/26/2025,High
S3930,Emma,Johnson,Mathematics,93.57,2/26/2025,High
S3931,Omar,Jones,Mathematics,75.57,2/26/2025,Medium
S3932,Ali,Smith,Business,78.26,2/26/2025,High
S3933,Ali,Smith,Engineering,50.3,2/26/2025,Medium
S3934,Ali,Smith,Mathematics,60.78,2/26/2025,High
S3937,Ahmed,Williams,Mathematics,57.28,2/26/2025,Medium
S3938,Ali,Williams,CS,93.45,2/26/2025,Medium
S3939,Ahmed,Davis,CS,82.17,2/27/2025,High
S3940,Ahmed,Jones,Engineering,61.47,2/27/2025,Medium
S3943,John,Smith,Business,95.04,2/27/2025,High
S3944,Maria,Jones,Engineering,85.92,2/27/2025,High
S3945,Sara,Smith,CS,67.43,2/27/2025,Medium
S3946,Ahmed,Williams,Mathematics,79.37,2/27/2025,Medium
S3947,Emma,Jones,Mathematics,65.54,2/27/2025,Medium
S3948,Emma,Brown,Engineering,99.96,2/27/2025,Medium
S3949,Maria,Johnson,Mathematics,87.44,2/27/2025,Medium
S3950,Emma,Williams,Business,80.72,2/27/2025,High
S3951,John,Williams,Business,71.16,2/27/2025,Medium
S3952,Emma,Johnson,CS,80.91,2/27/2025,Medium
S3953,Sara,Johnson,Mathematics,67.08,2/27/2025,High
S3954,Sara,Brown,Business,51.44,2/28/2025,Medium
S3955,Ahmed,Williams,Engineering,69.75,2/28/2025,Medium
S3959,Ahmed,Jones,Engineering,94.25,2/28/2025,Medium
S3960,John,Jones,Engineering,63.44,2/28/2025,Medium
S3961,Ali,Smith,Business,62.19,2/28/2025,Medium
S3962,Liam,Jones,Engineering,64.85,2/28/2025,High
S3963,Emma,Johnson,Business,78.86,2/28/2025,High
S3964,Emma,Jones,Engineering,77.23,2/28/2025,Medium
S3967,Ahmed,Brown,Business,65.83,2/28/2025,Medium
S3968,Omar,Jones,Business,89.1,2/28/2025,High
S3969,Ali,Davis,Mathematics,58.77,2/28/2025,Medium
S3970,Maria,Jones,Engineering,89.13,2/28/2025,Medium
S3971,Sara,Brown,Mathematics,83.19,2/28/2025,Medium
S3972,Omar,Smith,Engineering,84.16,3/1/2025,Medium
S3973,Omar,Brown,Business,74.08,3/1/2025,High
S3974,Ahmed,Smith,Engineering,83.35,3/1/2025,Medium
S3977,Ahmed,Johnson,Business,52.78,3/1/2025,Medium
S3978,Ali,Johnson,Business,57.44,3/1/2025,High
S3979,Ali,Smith,CS,78.84,3/1/2025,Medium
S3980,Ali,Davis,Engineering,86.97,3/1/2025,Medium
S3981,Liam,Williams,Engineering,53.81,3/1/2025,High
S3982,Ali,Smith,CS,96.04,3/1/2025,High
S3983,John,Jones,Business,98.68,3/1/2025,Medium
S3984,Maria,Davis,Business,80.3,3/1/2025,Medium
S3985,Emma,Davis,CS,74.06,3/1/2025,Medium
S3987,John,Williams,Mathematics,66.42,3/1/2025,High
S3988,John,Davis,Business,74.66,3/2/2025,High
S3989,Liam,Johnson,Mathematics,95.81,3/2/2025,Medium
S3990,Emma,Williams,Engineering,97.78,3/2/2025,Medium
S3991,Emma,Jones,Mathematics,96.35,3/2/2025,Medium
S3993,Sara,Smith,CS,61.62,3/2/2025,High
S3994,Emma,Williams,CS,64.88,3/2/2025,Medium
S3995,Ali,Johnson,CS,72.07,3/2/2025,Medium
S3996,John,Smith,Mathematics,65.71,3/2/2025,High
S3997,Ahmed,Brown,Mathematics,68.71,3/2/2025,High
S3998,Sara,Jones,Mathematics,81.03,3/2/2025,Medium
S3999,Liam,Jones,CS,88.13,3/2/2025,Medium
S4000,Liam,Williams,CS,86.78,3/2/2025,Medium
S4001,Sara,Davis,Business,90.72,3/2/2025,High
S4002,Emma,Smith,Business,51.61,3/2/2025,Medium
S4004,Ahmed,Smith,Business,89.47,3/3/2025,High
S4005,Ahmed,Jones,Engineering,76.65,3/3/2025,High
S4006,Sara,Smith,Engineering,78.91,3/3/2025,High
S4007,Ali,Brown,CS,52.63,3/3/2025,Medium
S4008,Maria,Davis,Mathematics,62.77,3/3/2025,Medium
S4009,Ahmed,Williams,Engineering,81.92,3/3/2025,High
S4010,Sara,Johnson,Engineering,92.96,3/3/2025,Medium
S4011,Liam,Smith,Mathematics,95.85,3/3/2025,Medium
S4012,Ahmed,Johnson,Business,75.02,3/3/2025,Medium
S4013,Omar,Jones,Mathematics,77.27,3/3/2025,Medium
S4015,Maria,Williams,Business,76.88,3/3/2025,High
S4016,Omar,Smith,Mathematics,75.84,3/3/2025,Medium
S4018,Liam,Williams,Engineering,89.5,3/3/2025,Medium
S4019,Omar,Smith,CS,95.45,3/4/2025,High
S4020,Emma,Smith,Business,60.91,3/4/2025,Medium
S4021,Emma,Johnson,Engineering,76.22,3/4/2025,Medium
S4022,Sara,Williams,Mathematics,92.12,3/4/2025,High
S4024,John,Johnson,Engineering,89.73,3/4/2025,Medium
S4025,John,Brown,Business,59.15,3/4/2025,Medium
S4027,Ahmed,Johnson,CS,80.6,3/4/2025,Medium
S4028,Omar,Smith,Business,59.66,3/4/2025,Medium
S4031,Liam,Davis,Business,81.69,3/4/2025,Medium
S4033,Ahmed,Johnson,Business,94.97,3/4/2025,High
S4034,Maria,Davis,Engineering,75.96,3/4/2025,Medium
S4036,Ali,Williams,CS,53.11,3/4/2025,High
S4037,Maria,Johnson,CS,96.11,3/4/2025,Medium
S4038,John,Johnson,Engineering,58.86,3/5/2025,Medium
S4039,John,Davis,CS,76.42,3/5/2025,Medium
S4040,Omar,Smith,CS,90.18,3/5/2025,Medium
S4041,Maria,Brown,Engineering,60.77,3/5/2025,Medium
S4042,Ahmed,Johnson,Engineering,76.37,3/5/2025,Medium
S4043,Ahmed,Brown,Engineering,62.03,3/5/2025,Medium
S4044,Emma,Brown,Mathematics,87.98,3/5/2025,Medium
S4045,John,Jones,Mathematics,78.22,3/5/2025,Medium
S4047,Emma,Brown,Business,94.73,3/5/2025,Medium
S4050,Liam,Smith,CS,77.46,3/5/2025,Medium
S4051,Ahmed,Johnson,Business,69.22,3/5/2025,Medium
S4055,Ahmed,Smith,CS,65.72,3/5/2025,Medium
S4056,Omar,Brown,Mathematics,69.42,3/5/2025,Medium
S4057,Maria,Jones,Business,71.77,3/6/2025,High
S4058,John,Jones,Business,53.68,3/6/2025,High
S4060,Liam,Johnson,CS,74.72,3/6/2025,Medium
S4061,Sara,Johnson,Mathematics,79.42,3/6/2025,Medium
S4062,Maria,Jones,CS,68.14,3/6/2025,High
S4063,Emma,Jones,CS,80.66,3/6/2025,High
S4066,Ali,Jones,Engineering,79.18,3/6/2025,Medium
S4067,Ahmed,Johnson,CS,52.13,3/6/2025,Medium
S4068,Maria,Jones,Mathematics,98.46,3/6/2025,Medium
S4069,Sara,Smith,Engineering,85.29,3/6/2025,High
S4070,Ali,Williams,Mathematics,66.8,3/6/2025,High
S4071,Emma,Davis,CS,57.36,3/6/2025,Medium
S4072,John,Smith,CS,57.17,3/6/2025,High
S4073,Omar,Davis,Mathematics,58.39,3/7/2025,Medium
